Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
8,8,2,0,,,,0.324300047,0,0,0,108.2333333
8,9,2,0,,,,1.166483333,0,0,0,245.4583333
8,10,2,0,,,,0.918200003,0,0,0,394.0375
8,11,2,0,,,,0.520750043,0,0,0,523.3833333
8,12,2,0,,,,0.829383342,0,0,0,620.0333333
8,13,2,0,,,,2.1025,0,0,0,667.9541667
8,14,2,0,,,,4.815066667,0,0,0,674.3041667
8,15,2,0,,,,3.08925,0,0,0,635.1125
8,16,2,0,,,,2.79475,0,0,0,550.2875
8,17,2,0,,,,2.521266667,0,0,0,418.4791667
8,18,2,0,,,,3.435316668,0,0,0,223.8208333
8,19,2,0,,,,1.00E-07,0,0,0,10.6875
8,20,2,0,,,,1.00E-07,0,0,0,0
8,21,2,0,,,,1.03E-07,0,0,0,0
8,22,2,0,,,,9.86E-08,0,0,0,0
8,23,2,0,,,,1.00E-07,0,0,0,0
8,24,2,0,,,,9.98E-08,0,0,0,0
8,1,3,0,,,,9.98E-08,0,0,0,0
8,2,3,0,,,,9.99E-08,0,0,0,0
8,3,3,0,,,,1.00E-07,0,0,0,0
8,4,3,0,,,,9.99E-08,0,0,0,0
8,5,3,0,,,,9.97E-08,0,0,0,0
8,6,3,0,,,,9.95E-08,0,0,0,8.854166667
8,7,3,0,,,,1.05E-07,0,0,0,38.2875
8,8,3,0,,,,0.119083395,0,0,0,107.8208333
8,9,3,0,,,,0.313133425,0,0,0,235.025
8,10,3,0,,,,0.721366668,0,0,0,372.4875
8,11,3,0,,,,0.90425,0,0,0,542.9125
8,12,3,0,,,,0.94095,0,0,0,633.6916667
8,13,3,0,,,,2.23715,0,0,0,684.9875
8,14,3,0,,,,6.101333333,0,0,0,691.8208333
8,15,3,0,,,,3.606783333,0,0,0,651.2125
8,16,3,0,,,,4.486683333,0,0,0,562.775
8,17,3,0,,,,4.712966667,0,0,0,428.0083333
8,18,3,0,,,,0.242216777,0,0,0,222.3416667
8,19,3,0,,,,1.01E-07,0,0,0,8.033333333
8,20,3,0,,,,1.02E-07,0,0,0,0
8,21,3,0,,,,1.04E-07,0,0,0,0
8,22,3,0,,,,1.04E-07,0,0,0,0
8,23,3,0,,,,9.94E-08,0,0,0,0
8,24,3,0,,,,9.92E-08,0,0,0,0
8,1,4,0,,,,9.97E-08,0,0,0,0
8,2,4,0,,,,9.96E-08,0,0,0,0
8,3,4,0,,,,9.96E-08,0,0,0,0
8,4,4,0,,,,9.78E-08,0,0,0,0
8,5,4,0,,,,1.445300048,0,0,0,0
8,6,4,0,,,,2.6725,0,0,0,4.65
8,7,4,0,,,,1.19695,0,0,0,38.70416667
8,8,4,0,,,,1.501016667,0,0,0,105.8083333
8,9,4,0,,,,1.293683333,0,0,0,244.7916667
8,10,4,0,,,,1.314816667,0,0,0,397.8666667
8,11,4,0,,,,1.459416667,0,0,0,527.125
8,12,4,0,,,,2.05045,0,0,0,622.0416667
8,13,4,0,,,,2.366533333,0,0,0,675.5416667
8,14,4,0,,,,2.9019,0,0,0,687.5916667
8,15,4,0,,,,2.9764,0,0,0,654.075
8,16,4,0,,,,0.465383333,0,0,0,559.2708333
8,17,4,0,,,,0.667333333,0,0,0,414.3333333
8,18,4,0,,,,0.412733333,0,0,0,207.9458333
8,19,4,0,,,,2.661233333,0,0,0,8.833333333
8,20,4,0,,,,0.666016667,0,0,0,0
8,21,4,0,,,,0.670466667,0,0,0,0
8,22,4,0,,,,0.5344,0,0,0,0
8,23,4,0,,,,1.367433333,0,0,0,0
8,24,4,0,,,,3.377866667,0,0,0,0
8,1,5,0,,,,1.762383333,0,0,0,0
8,2,5,0,,,,2.513716667,0,0,0,0
8,3,5,0,,,,1.189133333,0,0,0,0
8,4,5,0,,,,1.37745,0,0,0,0
8,5,5,0,,,,0.680833333,0,0,0,0
8,6,5,0,,,,0.576716667,0,0,0,7.2
8,7,5,0,,,,1.0197,0,0,0,38.45833333
8,8,5,0,,,,0.76205,0,0,0,113.8166667
8,9,5,0,,,,0.8488,0,0,0,247.9833333
8,10,5,0,,,,1.535783333,0,0,0,400.6666667
8,11,5,0,,,,0.643716667,0,0,0,534.1708333
8,12,5,0,,,,1.814233333,0,0,0,631.1125
8,13,5,0,,,,2.9663,0,0,0,685.9916667
8,14,5,0,,,,3.7788,0,0,0,694.2458333
8,15,5,0,,,,3.779633333,0,0,0,659.5041667
8,16,5,0,,,,3.32765,0,0,0,573.2333333
8,17,5,0,,,,3.175583333,0,0,0,437.9458333
8,18,5,0,,,,3.193441667,0,0,0,233.1979167
8,19,5,0,,,,0.687758333,0,0,0,5.6625
8,20,5,0,,,,0.65695,0,0,0,0
8,21,5,0,,,,0.898916667,0,0,0,0
8,22,5,0,,,,3.334416667,0,0,0,0
8,23,5,0,,,,1.185616667,0,0,0,0
8,24,5,0,,,,1.628733333,0,0,0,0
8,1,6,0,,,,1.66165,0,0,0,0
8,2,6,0,,,,0.6709,0,0,0,0
8,3,6,0,,,,1.281666667,0,0,0,0
8,4,6,0,,,,0.6116,0,0,0,0
8,5,6,0,,,,0.881216667,0,0,0,0
8,6,6,0,,,,0.580016667,0,0,0,5.8125
8,7,6,0,,,,0.752733333,0,0,0,37.52083333
8,8,6,0,,,,1.73585,0,0,0,112.1708333
8,9,6,0,,,,0.931583333,0,0,0,248.6708333
8,10,6,0,,,,1.744883333,0,0,0,403.4958333
8,11,6,0,,,,1.655633333,0,0,0,538.0416667
8,12,6,0,,,,2.613783333,0,0,0,634.6
8,13,6,0,,,,0.9945,0,0,0,688.5166667
8,14,6,0,,,,1.37745,0,0,0,699.5708333
8,15,6,0,,,,1.965916667,0,0,0,669.4
8,16,6,0,,,,1.2434,0,0,0,582.7416667
8,17,6,0,,,,1.645483333,0,0,0,441.2875
8,18,6,0,,,,1.8993,0,0,0,233.5333333
8,19,6,0,,,,1.418533333,0,0,0,3.825
8,20,6,0,,,,2.025816667,0,0,0,0
8,21,6,0,,,,1.721133333,0,0,0,0
8,22,6,0,,,,1.720366667,0,0,0,0
8,23,6,0,,,,1.882816667,0,0,0,0
8,24,6,0,,,,1.103091667,0,0,0,0
8,1,7,0,,,,1.5792,0,0,0,0
8,2,7,0,,,,1.588733333,0,0,0,0
8,3,7,0,,,,1.124666667,0,0,0,0
8,4,7,0,,,,0.802866667,0,0,0,0
8,5,7,0,,,,0.229283333,0,0,0,0
8,6,7,0,,,,1.033666667,0,0,0,5.558333333
8,7,7,0,,,,1.646933333,0,0,0,34.2
8,8,7,0,,,,0.991016667,0,0,0,110.475
8,9,7,0,,,,0.7578,0,0,0,248.2041667
8,10,7,0,,,,0.85295,0,0,0,403.1833333
8,11,7,0,,,,1.1476,0,0,0,537.4875
8,12,7,0,,,,1.7045,0,0,0,634.675
8,13,7,0,,,,1.460366667,0,0,0,686.6125
8,14,7,0,,,,1.57695,0,0,0,701.5083333
8,15,7,0,,,,2.44645,0,0,0,666.5125
8,16,7,0,,,,1.7785,0,0,0,571.1541667
8,17,7,0,,,,1.868533333,0,0,0,428.2708333
8,18,7,0,,,,1.67175,0,0,0,225.35
8,19,7,0,,,,1.992916667,0,0,0,3.579166667
8,20,7,0,,,,1.769216667,0,0,0,0
8,21,7,0,,,,2.650916667,0,0,0,0
8,22,7,0,,,,1.916183333,0,0,0,0
8,23,7,0,,,,1.67905,0,0,0,0
8,24,7,0,,,,2.334908333,0,0,0,0
8,1,1,0,,,,1.5306,0,0,0,0
8,2,1,0,,,,2.027533333,0,0,0,0
8,3,1,0,,,,0.776933333,0,0,0,0
8,4,1,0,,,,1.9538,0,0,0,0
8,5,1,0,,,,0.2308,0,0,0,0
8,6,1,0,,,,0.249516667,0,0,0,4.841666667
8,7,1,0,,,,0.869016667,0,0,0,33.32083333
8,8,1,0,,,,1.80355,0,0,0,113.2708333
8,9,1,0,,,,0.693566667,0,0,0,248.0458333
8,10,1,0,,,,0.5625,0,0,0,402.1541667
8,11,1,0,,,,1.675533333,0,0,0,535.8916667
8,12,1,0,,,,1.36155,0,0,0,632.7666667
8,13,1,0,,,,1.4347,0,0,0,688.1458333
8,14,1,0,,,,1.279416667,0,0,0,700.3083333
8,15,1,0,,,,2.40035,0,0,0,664.4958333
8,16,1,0,,,,1.735583333,0,0,0,580.2291667
8,17,1,0,,,,1.829066667,0,0,0,445.3666667
8,18,1,0,,,,1.897233333,0,0,0,237.225
8,19,1,0,,,,1.781966667,0,0,0,3.8875
8,20,1,0,,,,2.552383333,0,0,0,0
8,21,1,0,,,,2.010966667,0,0,0,0
8,22,1,0,,,,2.13875,0,0,0,0
8,23,1,0,,,,2.28725,0,0,0,0
8,24,1,0,,,,1.446958333,0,0,0,0
8,1,2,0,,,,1.91365,0,0,0,0
8,2,2,0,,,,1.383883333,0,0,0,0
8,3,2,0,,,,1.695733333,0,0,0,0
8,4,2,0,,,,0.711233333,0,0,0,0
8,5,2,0,,,,0.548916667,0,0,0,0
8,6,2,0,,,,0.735216667,0,0,0,9.379166667
8,7,2,0,,,,0.91845,0,0,0,36.25
8,8,2,0,,,,1.783266667,0,0,0,110.85
8,9,2,0,,,,1.2173,0,0,0,251.3208333
8,10,2,0,,,,0.837816667,0,0,0,409.775
8,11,2,0,,,,1.1715,0,0,0,547.4458333
8,12,2,0,,,,1.274183333,0,0,0,647.7666667
8,13,2,0,,,,1.7389,0,0,0,699.3625
8,14,2,0,,,,1.365716667,0,0,0,707.9875
8,15,2,0,,,,1.578266667,0,0,0,669.9333333
8,16,2,0,,,,2.412483333,0,0,0,585.9791667
8,17,2,0,,,,2.663583333,0,0,0,450.2875
8,18,2,0,,,,1.968416667,0,0,0,231.725
8,19,2,0,,,,0.64505,0,0,0,1.025
8,20,2,0,,,,0.71395,0,0,0,0
8,21,2,0,,,,0.844,0,0,0,0
8,22,2,0,,,,0.856466667,0,0,0,0
8,23,2,0,,,,0.813483333,0,0,0,0
8,24,2,0,,,,0.99695,0,0,0,0
8,1,3,0,,,,0.927916667,0,0,0,0
8,2,3,0,,,,1.237216667,0,0,0,0
8,3,3,0,,,,0.742916667,0,0,0,0
8,4,3,0,,,,0.579866667,0,0,0,0
8,5,3,0,,,,0.313516667,0,0,0,0
8,6,3,0,,,,0.532933333,0,0,0,4.433333333
8,7,3,0,,,,0.8343,0,0,0,27.725
8,8,3,0,,,,0.55985,0,0,0,105.1916667
8,9,3,0,,,,0.530233333,0,0,0,248.2041667
8,10,3,0,,,,0.66625,0,0,0,409.1958333
8,11,3,0,,,,0.525483333,0,0,0,544.8041667
8,12,3,0,,,,0.598883333,0,0,0,647.925
8,13,3,0,,,,1.023833333,0,0,0,701.7041667
8,14,3,0,,,,0.760183333,0,0,0,702.3791667
8,15,3,0,,,,1.624716667,0,0,0,661.6541667
8,16,3,0,,,,2.234466667,0,0,0,578.8791667
8,17,3,0,,,,2.03005,0,0,0,443.8916667
8,18,3,0,,,,2.170333333,0,0,0,224.1958333
8,19,3,0,,,,1.80055,0,0,0,0.958333333
8,20,3,0,,,,1.816916667,0,0,0,0
8,21,3,0,,,,3.00735,0,0,0,0
8,22,3,0,,,,1.528633333,0,0,0,0
8,23,3,0,,,,0.99345,0,0,0,0
8,24,3,0,,,,0.980258333,0,0,0,0
8,1,4,0,,,,0.998033333,0,0,0,0
8,2,4,0,,,,1.238616667,0,0,0,0
8,3,4,0,,,,0.675583333,0,0,0,0
8,4,4,0,,,,0.705833333,0,0,0,0
8,5,4,0,,,,0.916783333,0,0,0,0
8,6,4,0,,,,0.443516667,0,0,0,3.520833333
8,7,4,0,,,,0.678133333,0,0,0,24.8875
8,8,4,0,,,,0.644216667,0,0,0,96.8375
8,9,4,0,,,,0.547666667,0,0,0,240.5
8,10,4,0,,,,0.494083333,0,0,0,396.9083333
8,11,4,0,,,,0.514683333,0,0,0,531.4458333
8,12,4,0,,,,0.560116667,0,0,0,626.4416667
8,13,4,0,,,,0.9857,0,0,0,678.9416667
8,14,4,0,,,,1.072283333,0,0,0,680.5875
8,15,4,0,,,,1.121083333,0,0,0,643.2541667
8,16,4,0,,,,1.584766667,0,0,0,559.0125
8,17,4,0,,,,1.535966667,0,0,0,422.4958333
8,18,4,0,,,,1.728766667,0,0,0,210.9666667
8,19,4,0,,,,2.307716667,0,0,0,1.879166667
8,20,4,0,,,,1.5213,0,0,0,0
8,21,4,0,,,,1.242483333,0,0,0,0
8,22,4,0,,,,1.217866667,0,0,0,0
8,23,4,0,,,,1.25985,0,0,0,0
8,24,4,0,,,,2.050991667,0,0,0,0
8,1,5,0,,,,3.119433333,0,0,0,0
8,2,5,0,,,,1.673516667,0,0,0,0
8,3,5,0,,,,1.131866667,0,0,0,0
8,4,5,0,,,,1.6597,0,0,0,0
8,5,5,0,,,,1.329633333,0,0,0,0
8,6,5,0,,,,1.438716667,0,0,0,3.758333333
8,7,5,0,,,,1.175366667,0,0,0,29.27916667
8,8,5,0,,,,1.851,0,0,0,92.45416667
8,9,5,0,,,,1.576383333,0,0,0,227.1916667
8,10,5,0,,,,1.2892,0,0,0,377.8958333
8,11,5,0,,,,2.944,0,0,0,509.2375
8,12,5,0,,,,2.429333333,0,0,0,604.2583333
8,13,5,0,,,,1.834683333,0,0,0,659.2208333
8,14,5,0,,,,2.8716,0,0,0,670.8833333
8,15,5,0,,,,1.65425,0,0,0,635.0208333
8,16,5,0,,,,2.035416667,0,0,0,540.5
8,17,5,0,,,,1.91465,0,0,0,400.7416667
8,18,5,0,,,,1.3601,0,0,0,185.3375
8,19,5,0,,,,2.03965,0,0,0,2.9
8,20,5,0,,,,2.51615,0,0,0,0
8,21,5,0,,,,2.134033333,0,0,0,0
8,22,5,0,,,,3.3542,0,0,0,0
8,23,5,0,,,,4.042133333,0,0,0,0
8,24,5,0,,,,1.8606,0,0,0,0
8,1,6,0,,,,2.607333333,0,0,0,0
8,2,6,0,,,,1.768716667,0,0,0,0
8,3,6,0,,,,1.917858333,0,0,0,0
8,4,6,0,,,,2.212733333,0,0,0,0
8,5,6,0,,,,1.299833333,0,0,0,0
8,6,6,0,,,,1.80325,0,0,0,0.858333333
8,7,6,0,,,,1.191016667,0,0,0,21.0125
8,8,6,0,,,,2.425166667,0,0,0,84.74166667
8,9,6,0,,,,2.663066667,0,0,0,223.6291667
8,10,6,0,,,,3.029266667,0,0,0,373.7666667
8,11,6,0,,,,2.0362,0,0,0,501.925
8,12,6,0,,,,1.891383333,0,0,0,597.1041667
8,13,6,0,,,,2.324833333,0,0,0,653.4416667
8,14,6,0,,,,2.497583333,0,0,0,661.6541667
8,15,6,0,,,,3.227233333,0,0,0,627.7583333
8,16,6,0,,,,3.256616667,0,0,0,538.0208333
8,17,6,0,,,,3.48555,0,0,0,392.5875
8,18,6,0,,,,2.20435,0,0,0,180.1791667
8,19,6,0,,,,2.7491,0,0,0,2.216666667
8,20,6,0,,,,3.296566667,0,0,0,0
8,21,6,0,,,,3.210466667,0,0,0,0
8,22,6,0,,,,2.192933333,0,0,0,0
8,23,6,0,,,,2.628016667,0,0,0,0
8,24,6,0,,,,1.847775,0,0,0,0
8,1,7,0,,,,2.40565,0,0,0,0
8,2,7,0,,,,1.601233333,0,0,0,0
8,3,7,0,,,,1.393083333,0,0,0,0
8,4,7,0,,,,1.833133333,0,0,0,0
8,5,7,0,,,,0.8391,0,0,0,0
8,6,7,0,,,,1.412116667,0,0,0,0.6375
8,7,7,0,,,,2.463233333,0,0,0,20.15
8,8,7,0,,,,1.11065,0,0,0,82.15
8,9,7,0,,,,0.6214,0,0,0,220.9833333
8,10,7,0,,,,0.16635,0,0,0,371.7625
8,11,7,0,,,,0.183916667,0,0,0,500.9791667
8,12,7,0,,,,0.13755,0,0,0,595.2541667
8,13,7,0,,,,0.16925,0,0,0,646.4541667
8,14,7,0,,,,0.1556,0,0,0,664.1666667
8,15,7,0,,,,0.146566667,0,0,0,634.2041667
8,16,7,0,,,,0.28805,0,0,0,546.9
8,17,7,0,,,,0.189766667,0,0,0,405.5958333
8,18,7,0,,,,0.190133333,0,0,0,191.0625
8,19,7,0,,,,0.136816667,0,0,0,0.433333333
8,20,7,0,,,,0.176783333,0,0,0,0
8,21,7,0,,,,0.36585,0,0,0,0
8,22,7,0,,,,0.478533333,0,0,0,0
8,23,7,0,,,,0.85775,0,0,0,0
8,24,7,0,,,,3.471758333,0,0,0,0
8,1,1,0,,,,3.462933333,0,0,0,0
8,2,1,0,,,,3.72255,0,0,0,0
8,3,1,0,,,,3.793716667,0,0,0,0
8,4,1,0,,,,3.021416667,0,0,0,0
8,5,1,0,,,,2.913966667,0,0,0,0
8,6,1,0,,,,2.993183333,0,0,0,0
8,7,1,0,,,,1.602683333,0,0,0,17.12916667
8,8,1,0,,,,0.85875,0,0,0,80.3
8,9,1,0,,,,1.046133333,0,0,0,221.5583333
8,10,1,0,,,,0.250283333,0,0,0,374.7208333
8,11,1,0,,,,0.1673,0,0,0,508.275
8,12,1,0,,,,0.190166667,0,0,0,600.1375
8,13,1,0,,,,0.146666667,0,0,0,654.1958333
8,14,1,0,,,,0.167116667,0,0,0,669.1333333
8,15,1,0,,,,0.139383333,0,0,0,636.2333333
8,16,1,0,,,,0.165783333,0,0,0,551.5208333
8,17,1,0,,,,0.163516667,0,0,0,407.5041667
8,18,1,0,,,,0.147216667,0,0,0,193.9125
8,19,1,0,,,,0.194233333,0,0,0,0
8,20,1,0,,,,0.154583333,0,0,0,0
8,21,1,0,,,,0.174616667,0,0,0,0
8,22,1,0,,,,0.170233333,0,0,0,0
8,23,1,0,,,,0.163633333,0,0,0,0
8,24,1,0,,,,0.208266667,0,0,0,0
8,1,2,0,,,,0.1574,0,0,0,0
8,2,2,0,,,,0.181833333,0,0,0,0
8,3,2,0,,,,0.155533333,0,0,0,0
8,4,2,0,,,,0.17775,0,0,0,0
8,5,2,0,,,,0.181316667,0,0,0,0
8,6,2,0,,,,0.1407,0,0,0,0
8,7,2,0,,,,0.191483333,0,0,0,15.85833333
8,8,2,0,,,,0.1525,0,0,0,83.02083333
8,9,2,0,,,,0.185133333,0,0,0,233.1916667
8,10,2,0,,,,0.1475,0,0,0,394.1583333
8,11,2,0,,,,0.171083333,0,0,0,531.3083333
8,12,2,0,,,,0.220466667,0,0,0,626.6791667
8,13,2,0,,,,0.245066667,0,0,0,681.6333333
8,14,2,0,,,,0.140683333,0,0,0,690.7375
8,15,2,0,,,,0.158116667,0,0,0,654.5
8,16,2,0,,,,0.1676,0,0,0,572.1875
8,17,2,0,,,,0.141183333,0,0,0,442.4708333
8,18,2,0,,,,0.182333333,0,0,0,208.6041667
8,19,2,0,,,,0.157683333,0,0,0,0
8,20,2,0,,,,0.164966667,0,0,0,0
8,21,2,0,,,,0.206266667,0,0,0,0
8,22,2,0,,,,0.1551,0,0,0,0
8,23,2,0,,,,0.174083333,0,0,0,0
8,24,2,0,,,,0.198383333,0,0,0,0
8,1,3,0,,,,0.158516667,0,0,0,0
8,2,3,0,,,,0.474483333,0,0,0,0
8,3,3,0,,,,0.162833333,0,0,0,0
8,4,3,0,,,,0.1731,0,0,0,0
8,5,3,0,,,,0.200516667,0,0,0,0
8,6,3,0,,,,0.144033333,0,0,0,0
8,7,3,0,,,,0.181833333,0,0,0,15.54583333
8,8,3,0,,,,0.160294444,0,0,0,80.2069444
8,9,3,0,,,,0.17805,0,0,0,225.1125
8,10,3,0,,,,0.1815,0,0,0,379.7875
8,11,3,0,,,,0.1486,0,0,0,514.6875
8,12,3,0,,,,0.190466667,0,0,0,612.9083333
8,13,3,0,,,,0.14285,0,0,0,668.3958333
8,14,3,0,,,,0.1656,0,0,0,680.4875
8,15,3,0,,,,0.173483333,0,0,0,641.1208333
8,16,3,0,,,,0.142866667,0,0,0,551.3708333
8,17,3,0,,,,0.186933333,0,0,0,414.7083333
8,18,3,0,,,,0.159416667,0,0,0,181.0208333
8,19,3,0,,,,2.3738,0,0,0,0
8,20,3,0,,,,3.577366667,0,0,0,0
8,21,3,0,,,,3.277533333,0,0,0,0
8,22,3,0,,,,3.3383,0,0,0,0
8,23,3,0,,,,3.269983333,0,0,0,0
8,24,3,0,,,,3.840391667,0,0,0,0
8,1,4,0,,,,3.4335,0,0,0,0
8,2,4,0,,,,3.039833333,0,0,0,0
8,3,4,0,,,,1.978383333,0,0,0,0
8,4,4,0,,,,1.836233333,0,0,0,0
8,5,4,0,,,,1.695766667,0,0,0,0
8,6,4,0,,,,1.804633333,0,0,0,0
8,7,4,0,,,,2.838833333,0,0,0,17.72916667
8,8,4,0,,,,2.216233333,0,0,0,78.875
8,9,4,0,,,,1.855633333,0,0,0,221.0541667
8,10,4,0,,,,1.591083333,0,0,0,374.3875
8,11,4,0,,,,1.372966667,0,0,0,505.5666667
8,12,4,0,,,,2.72745,0,0,0,599.4916667
8,13,4,0,,,,1.54085,0,0,0,654.0875
8,14,4,0,,,,2.738283333,0,0,0,657.9291667
8,15,4,0,,,,3.700383333,0,0,0,622.7958333
8,16,4,0,,,,2.500283333,0,0,0,542.7833333
8,17,4,0,,,,3.209316667,0,0,0,407.05
8,18,4,0,,,,2.924883333,0,0,0,176.6
8,19,4,0,,,,1.405733333,0,0,0,0
8,20,4,0,,,,1.949616667,0,0,0,0
8,21,4,0,,,,1.563033333,0,0,0,0
8,22,4,0,,,,1.650333333,0,0,0,0
8,23,4,0,,,,1.6818,0,0,0,0
8,24,4,0,,,,1.773275,0,0,0,0
8,1,5,0,,,,2.584516667,0,0,0,0
8,2,5,0,,,,1.536133333,0,0,0,0
8,3,5,0,,,,0.66855,0,0,0,0
8,4,5,0,,,,3.062283333,0,0,0,0
8,5,5,0,,,,0.353016667,0,0,0,0
8,6,5,0,,,,1.021683333,0,0,0,0
8,7,5,0,,,,1.695166667,0,0,0,19.12916667
8,8,5,0,,,,0.733333333,0,0,0,78.8
8,9,5,0,,,,0.417133333,0,0,0,217.8
8,10,5,0,,,,3.277966667,0,0,0,370.5333333
8,11,5,0,,,,1.035416667,0,0,0,504.2958333
8,12,5,0,,,,3.475566667,0,0,0,604.8
8,13,5,0,,,,3.7519,0,0,0,662.4666667
8,14,5,0,,,,3.900616667,0,0,0,674.1875
8,15,5,0,,,,0.925566667,0,0,0,634.7166667
8,16,5,0,,,,3.564483333,0,0,0,532.1791667
8,17,5,0,,,,3.54395,0,0,0,380.4833333
8,18,5,0,,,,0.824666667,0,0,0,138.5708333
8,19,5,0,,,,2.9466,0,0,0,1.191666667
8,20,5,0,,,,1.451616667,0,0,0,0
8,21,5,0,,,,1.761583333,0,0,0,0
8,22,5,0,,,,1.60255,0,0,0,0
8,23,5,0,,,,1.955466667,0,0,0,0
8,24,5,0,,,,2.801716667,0,0,0,0
8,1,6,0,,,,1.805983333,0,0,0,0
8,2,6,0,,,,3.314666667,0,0,0,0
8,3,6,0,,,,1.4428,0,0,0,0
8,4,6,0,,,,0.237483333,0,0,0,0
8,5,6,0,,,,0.492633333,0,0,0,0
8,6,6,0,,,,0.19295,0,0,0,1.541666667
8,7,6,0,,,,0.352333333,0,0,0,31.15
8,8,6,0,,,,0.370816667,0,0,0,89.50416667
8,9,6,0,,,,1.1342,0,0,0,214.6458333
8,10,6,0,,,,1.096666667,0,0,0,353.6458333
8,11,6,0,,,,2.421566667,0,0,0,481.4916667
8,12,6,0,,,,3.474383333,0,0,0,574.3958333
8,13,6,0,,,,2.32595,0,0,0,624.0208333
8,14,6,0,,,,2.81775,0,0,0,636.3208333
8,15,6,0,,,,3.843433333,0,0,0,595.9375
8,16,6,0,,,,2.094933333,0,0,0,482.4541667
8,17,6,0,,,,1.361916667,0,0,0,346.7791667
8,18,6,0,,,,2.490166667,0,0,0,132.0583333
8,19,6,0,,,,2.406716667,0,0,0,3.170833333
8,20,6,0,,,,3.1936,0,0,0,0
8,21,6,0,,,,3.112083333,0,0,0,0
8,22,6,0,,,,3.185733333,0,0,0,0
8,23,6,0,,,,3.491966667,0,0,0,0
8,24,6,0,,,,1.262333333,0,0,0,0
8,1,7,0,,,,0.223,0,0,0,0
8,2,7,0,,,,1.363516667,0,0,0,0
8,3,7,0,,,,0.220783333,0,0,0,0
8,4,7,0,,,,0.519633333,0,0,0,0
8,5,7,0,,,,0.5699,0,0,0,0
8,6,7,0,,,,0.589116667,0,0,0,6.416666667
8,7,7,0,,,,1.19935,0,0,0,32.84583333
8,8,7,0,,,,1.113766667,0,0,0,88.65833333
8,9,7,0,,,,0.590283333,0,0,0,184.9625
8,10,7,0,,,,1.201716667,0,0,0,365.0333333
8,11,7,0,,,,1.396466667,0,0,0,341.3166667
8,12,7,0,,,,1.552066667,0,0,0,291.2208333
8,13,7,0,,,,1.276083333,0,0,0,536.25
8,14,7,0,,,,1.686333333,0,0,0,278.6083333
8,15,7,0,,,,1.42245,0,0,0,435.7666667
8,16,7,0,,,,2.269133333,0,0,0,507.9708333
8,17,7,0,,,,1.9242,0,0,0,361.0833333
8,18,7,0,,,,2.003766667,0,0,0,138.65
8,19,7,0,,,,2.333316667,0,0,0,1.15
8,20,7,0,,,,2.163666667,0,0,0,0
8,21,7,0,,,,1.5249,0,0,0,0
8,22,7,0,,,,1.609833333,0,0,0,0
8,23,7,0,,,,1.28175,0,0,0,0
8,24,7,0,,,,0.30655,0,0,0,0
8,1,1,0,,,,0.201766667,0,0,0,0
8,2,1,0,,,,0.227516667,0,0,0,0
8,3,1,0,,,,0.208083333,0,0,0,0
8,4,1,0,,,,1.019533333,0,0,0,0
8,5,1,0,,,,2.1833,0,0,0,0
8,6,1,0,,,,0.258933333,0,0,0,0.654166667
8,7,1,0,,,,0.178783333,0,0,0,22.45
8,8,1,0,,,,1.150266667,0,0,0,77.25833333
